2546808.09503132,-2475606.86979215,2985919.81833232,-1515643.07728741
2986044.14395839,-2469700.43492617,3114627.64253523,-1562760.72990218
3114632.58751723,-2253280.50085385,3417607.32155285,-1533868.43899824
3421115.90662496,-2251189.84728061,3608690.37066897,-1586410.00360791
3608719.55224777,-3203353.52965144,3856215.16031895,-1538340.58722386
3859820.66389219,-3776978.5843744,4226200.77041662,-1511444.01413264
4226417.10083697,-4058038.97086416,4471377.944986,-1511205.41011624
4486851.36436284,-4182718.77580731,6035253.25496522,-1717272.16927121
1913228.84194805,-1500906.75652378,2550824.45068115,-805770.751955446
2551350.25371836,-896307.081822678,2618216.92726861,-805029.995141593
2618246.10934594,-1492411.19702213,2889560.23839429,-807092.169345957
2889969.3743221,-1470885.08174998,3206648.17022143,-806397.546855468
3208348.34786624,-1479495.84328361,3434829.14270191,-814578.000403512
3434954.51963964,-1483644.13924887,3924618.48751139,-818033.111740686
3924953.97434615,-1413485.03413961,4053556.61585223,-855115.893663123
4055121.78804631,-1511092.51396403,4664440.81085222,-844834.508206522
2500094.45098387,-793310.180937923,2509149.78504353,-725663.316561402
2509172.35883501,-802508.281260046,2513070.30836021,-725248.788288683
2513085.93289066,-795841.939170913,2516447.81702316,-725377.490363552
2516523.1067496,-796650.014258665,2523751.76235292,-725246.143561051
2523815.90460905,-793071.38360222,2536281.51171537,-725390.274718471
2536396.87123538,-792715.389213049,2545066.60550345,-725395.174275439
2545077.9498955,-805007.025753426,2736551.24674161,-727540.590384808
2986320.01449479,-794970.707104682,4480388.6325036,-726435.507801049
2499686.0170386,-725239.100361367,2513792.44066136,-711757.224690635
2513794.9968334,-725195.42160477,2516720.6783989,-715082.107821854
2516723.23797438,-725238.136993401,2519430.08440001,-714374.484816812
2519463.25213807,-724774.10273634,2531807.1331046,-702692.200501372
2532119.05392258,-724820.425639851,3119270.13813227,-506621.688094438
3125756.5507671,-649077.0362161,3437349.60291694,-495913.956474821
3437397.18642908,-723281.120113191,3915636.2380911,-534692.665977307
3915722.74773677,-723388.650418697,4933137.10387702,-507239.846462872
2616290.57761799,-493546.987639143,3197343.223603,-321515.148691646
3199580.90893212,-495502.540878077,3298486.71346282,-323059.929113932
3311357.45908042,-481250.47649729,3608954.61870937,-323707.244020143
3608978.2229818,-495585.926561572,4353551.36278533,-320948.15362764
4353563.62186878,-416473.608141713,4462815.91068045,-319852.404721565
4462823.17584089,-353795.197329762,4469178.17751595,-319795.377464835
4469342.4609122,-347767.15456097,4474448.40924245,-319859.234706683
4474477.4432634,-493419.99111605,4685419.33542657,-319845.532678916
2726494.53469127,-315074.606329303,2901434.00485951,-151502.371502048
2901491.89270386,-316502.308938048,3489420.00118746,-146063.430638907
3494217.92817719,-254192.174752842,3576764.27324815,-165507.443894851
3577149.31711004,-319702.548017712,3889336.5179385,-151609.525433657
3890344.37761564,-319181.215377606,4367656.00942789,-150778.63357542
4368391.89528277,-319688.175007233,4465434.71228655,-148217.094788806
4465454.38373047,-319176.72918757,4467993.80108124,-314260.434103686
4467996.76910184,-319686.620716363,4916777.37815618,-202277.612819299
2836267.89138583,-145968.060317525,3349084.52954539,36526.7678647379
3349273.00878674,-136651.30820323,3362933.42071149,30840.0247292465
3362939.52039615,-84364.6030098491,3366755.33799215,-44079.1048635696
3366780.23471018,-79225.2701647959,3371506.42613986,-40745.786893525
3371534.39685976,-117513.670882857,3478767.50993058,33666.1888203903
3478842.2054154,-124882.579460573,3550787.89037056,24675.0543287867
3551117.48412665,-144465.672708838,3583734.26256566,34430.0959012894
3583800.5487359,-136731.160569621,5541295.55932406,33698.1040701555
3116679.98875269,36672.1122872522,3453590.52318392,160027.929143671
3453918.76113983,44394.9131576065,3462044.92495059,87379.2747718798
3462112.91301306,52289.3114568577,3464413.74028369,82309.2577717119
3464415.30694999,57425.8518559847,3466107.7425269,76288.9599879457
3466186.93058482,38174.8007152527,4159025.47312093,158845.976323393
4159388.60918011,82190.7542059753,4628653.36638202,365448.450631264
4628829.57587348,215403.012612823,5056178.99010061,813318.450241558
5060357.31575801,42282.8702859066,5934089.27449478,1169421.00482418
