-332729.31,4456050.0,-331829.9895604735,4456949.335604004
-332729.31,4456949.335604004,-331829.9895604735,4457848.671208007
-332729.31,4457848.671208007,-331829.9895604735,4458748.006812011
-332729.31,4458748.006812011,-331829.9895604735,4459647.3424160145
-332729.31,4459647.3424160145,-331829.9895604735,4460546.678020018
-332729.31,4460546.678020018,-331829.9895604735,4461446.013624022
-332729.31,4461446.013624022,-331829.9895604735,4462345.349228025
-332729.31,4462345.349228025,-331829.9895604735,4463244.684832029
-332729.31,4463244.684832029,-331829.9895604735,4464144.020436033
-332729.31,4464144.020436033,-331829.9895604735,4465043.356040036
-332729.31,4465043.356040036,-331829.9895604735,4465942.69164404
-332729.31,4465942.69164404,-331829.9895604735,4466842.027248044
-332729.31,4466842.027248044,-331829.9895604735,4467741.362852047
-332729.31,4467741.362852047,-331829.9895604735,4468640.698456051
-332729.31,4468640.698456051,-331829.9895604735,4469540.034060054
-331829.9895604735,4456050.0,-330930.66912094696,4456949.335604004
-331829.9895604735,4456949.335604004,-330930.66912094696,4457848.671208007
-331829.9895604735,4457848.671208007,-330930.66912094696,4458748.006812011
-331829.9895604735,4458748.006812011,-330930.66912094696,4459647.3424160145
-331829.9895604735,4459647.3424160145,-330930.66912094696,4460546.678020018
-331829.9895604735,4460546.678020018,-330930.66912094696,4461446.013624022
-331829.9895604735,4461446.013624022,-330930.66912094696,4462345.349228025
-331829.9895604735,4462345.349228025,-330930.66912094696,4463244.684832029
-331829.9895604735,4463244.684832029,-330930.66912094696,4464144.020436033
-331829.9895604735,4464144.020436033,-330930.66912094696,4465043.356040036
-331829.9895604735,4465043.356040036,-330930.66912094696,4465942.69164404
-331829.9895604735,4465942.69164404,-330930.66912094696,4466842.027248044
-331829.9895604735,4466842.027248044,-330930.66912094696,4467741.362852047
-331829.9895604735,4467741.362852047,-330930.66912094696,4468640.698456051
-331829.9895604735,4468640.698456051,-330930.66912094696,4469540.034060054
-330930.66912094696,4456050.0,-330031.34868142044,4456949.335604004
-330930.66912094696,4456949.335604004,-330031.34868142044,4457848.671208007
-330930.66912094696,4457848.671208007,-330031.34868142044,4458748.006812011
-330930.66912094696,4458748.006812011,-330031.34868142044,4459647.3424160145
-330930.66912094696,4459647.3424160145,-330031.34868142044,4460546.678020018
-330930.66912094696,4460546.678020018,-330031.34868142044,4461446.013624022
-330930.66912094696,4461446.013624022,-330031.34868142044,4462345.349228025
-330930.66912094696,4462345.349228025,-330031.34868142044,4463244.684832029
-330930.66912094696,4463244.684832029,-330031.34868142044,4464144.020436033
-330930.66912094696,4464144.020436033,-330031.34868142044,4465043.356040036
-330930.66912094696,4465043.356040036,-330031.34868142044,4465942.69164404
-330930.66912094696,4465942.69164404,-330031.34868142044,4466842.027248044
