2102247.10866941,-1256312.42562393
2105677.18271031,-1252183.45264886
2415099.18055204,-1171267.98832353
2472522.37919253,-1268550.67684951
2472970.02336622,-1269595.22820441
2471769.892845,-1269219.06654707
2475542.81679074,-1264956.60672617
2100328.56494879,-1263873.28402304
2294800.66696845,-1153646.58993466
2283367.29100157,-1142548.27576053
2236902.80657262,-1107465.93655542
2098190.91643226,-1251081.68529381
2105551.72069071,-1271314.43319976
2438429.35295741,-1150362.91696318
2438504.74928607,-1150474.81562802
2489971.8390298,-873633.651120747
2471775.66523321,-900913.138664269
2501089.5982507,-792443.931153074
2501105.08906334,-792400.563114017
2501607.63990854,-792568.19255293
2500453.38146326,-876438.825080919
2500358.06830413,-868097.016116361
2513085.93289066,-795479.39596069
2513654.60746962,-794906.877650827
2513904.11586111,-795368.871172835
2513350.99952831,-795209.390160057
2513021.06437443,-795755.4355184
2504692.06570881,-813806.657839172
2502245.38318092,-830508.236570135
2498913.98649637,-838432.866925535
2494151.51911727,-814314.37627331
2511011.22913886,-931321.081102617
2491385.47601334,-1222637.65562365
2105279.62972069,-1273180.66438107
2493328.82060479,-826074.997575863
2471863.86277771,-1269967.29263378
2510751.46652282,-792361.406377684
2493908.32545285,-1392330.14984087
2102860.97917744,-1263597.02272265
2102860.97917744,-1263597.02272265
2430075.8947276,-1133087.34177385
2427307.30378126,-1134782.7708874
1913129.07047263,-968025.870189586
2105656.09440794,-1271134.53915973
2294994.38132459,-1156009.18394205
2515234.1682688,-816673.956619566
2439978.79912324,-1049564.6728416
2439968.30162576,-1049601.30628241
2508520.72250031,-792408.238506705
2507562.42278089,-792703.103464226
2096989.26736598,-1262876.29213885
2508647.49783087,-793015.722023088
2509403.70462326,-792331.704425611
2479498.90353199,-855302.705674672
2244271.3152374,-1251942.40177053
2504105.43821109,-812593.06226929
2504105.43821109,-812593.06226929
2504500.72668474,-794253.769042011
2096958.23024948,-1263487.77073387
2153363.35524636,-1161763.00688096
2153363.35524636,-1161763.00688096
2254652.97137302,-1155544.08087514
2265055.69458176,-1193931.06593656
2186637.45461349,-1220605.72001995
2160785.34817936,-1295463.9440059
2286387.43468119,-1225700.87832478
1913750.96684987,-968106.153521828
2462857.27582386,-962779.555990733
2096971.78153487,-1262866.62428099
2492102.75249275,-809435.405493018
2193957.45108426,-1150943.00586109
2107481.84270673,-1297704.50504882
2100385.39159944,-1264987.52214563
2297969.74844204,-1169730.50746637
2217449.96501447,-1204948.00094219
