2510385.61560196,-746007.909274832
2513023.4956716,-743216.392650135
2513100.19626423,-743248.353349674
2513094.65379244,-743278.360111849
2513849.7736672,-744273.345393942
2512757.98875202,-753653.597111943
2512801.56544044,-753648.488018061
2512839.88100916,-753663.95381929
2512726.52107844,-753449.455080858
2509116.08678226,-790051.388058905
2512833.74878752,-757913.249640438
2102817.01523191,-1256483.7904412
2100823.14761395,-1262776.94358148
2098022.9723752,-1263120.61294671
2098493.56046352,-1251537.71550647
2104264.50000518,-1261685.45642604
2099837.18743652,-1257818.34351317
2102247.10866941,-1256312.42562393
2105813.5777708,-1251719.97753168
2105677.18271031,-1252183.45264886
2102658.68406168,-1256061.54647848
2097474.32495712,-1261419.70273914
2097799.68518354,-1260823.88112361
2101466.46906012,-1265451.65268745
2102691.90318943,-1253801.54358568
2103593.93236821,-1263701.99777054
2101705.80491051,-1256994.22423722
2096995.93525525,-1262940.45990874
2103902.92008049,-1264604.88611471
2106520.23634351,-1272996.39505998
2097897.74604332,-1263190.01293084
2100050.23695684,-1264706.66039285
2513378.90497024,-757872.144762181
2513564.34284449,-744568.363652539
2507470.08109408,-757843.711717862
2513890.2959779,-786894.312612549
2465668.80144878,-877038.704199214
2461165.7979149,-873793.689524481
2463055.72177865,-878048.328033843
2460591.86822759,-874333.949887361
2514098.99727232,-744338.079916017
2513608.26228238,-743450.066164967
2513850.93568625,-744232.995060771
2513424.58071212,-744397.830919081
2512886.87299749,-743278.1291392
2513024.05371219,-743305.692967073
2510411.35384731,-746051.172277903
2513725.26066045,-757821.124315462
2480038.27027448,-947073.721533519
2480126.44055291,-947194.817484078
2491345.36726349,-962507.296643132
2491480.87485374,-962512.867633561
2512564.02200672,-752929.865077089
2510226.33614022,-748280.335361214
2512806.15272503,-757917.132208063
2513259.1465548,-758414.147335576
2105604.4059569,-1277274.54510998
2099603.1312476,-1264282.19602825
2100178.17737237,-1264533.03041564
2100069.57371296,-1264712.96343894
2100223.54179788,-1263728.68269773
2100513.49818305,-1263005.3038264
2100236.64315235,-1262973.30881401
2099322.49179543,-1264262.10258323
2100365.85012054,-1264615.07742905
2105967.82194924,-1278454.81796809
2108440.63291026,-1296373.16928669
2508028.58387681,-760110.877870375
2512578.52668768,-753476.176533416
2513053.03862098,-753880.214054086
2512513.24856222,-753419.186457998
2512486.38755934,-753516.919691751
2512303.7512467,-753196.774777911
2512451.09752724,-752942.939125524
2512382.63536294,-752683.454051945
2510368.85274984,-745981.58981378
2507397.70504969,-758184.450943766
2507377.03263643,-758091.090076175
2508014.12087474,-760164.346396366
2511295.16369863,-759048.630581235
2511643.38899063,-749471.851719843
2507506.61537902,-744898.683862751
2507744.67556614,-752683.903954171
2508027.69308842,-753983.663224683
2512987.2306999,-757902.51736192
2513016.48055176,-757921.297710545
2512843.54950503,-757891.720000311
2105836.51888034,-1278325.5888616
2511603.2233875,-754959.721020973
2144725.8965189,-1173950.78045204
2144793.10578366,-1174020.93311638
2510179.35744681,-743555.230479581
2508113.67853598,-743870.091369711
2459227.54231916,-891024.873143815
2507304.91363334,-744939.486122106
2511602.82859428,-729774.231674992
2513218.46837703,-729359.51578911
2513818.19613196,-729331.969833053
2513205.92036788,-729371.048027056
2511928.98300978,-729079.241260254
2513344.25570505,-729168.789977544
2513179.25449978,-729227.961459042
2511575.96100275,-729451.620135378
2513558.95312858,-729180.279800781
2513346.10554582,-729051.660526466
2513520.98865401,-729076.339777089
2505228.51954422,-730136.893771912
2505241.82672233,-730133.602592855
2505035.5153608,-730212.977425493
2505160.50882819,-730855.83780573
2505174.62077629,-731048.598295462
2505164.28871648,-731049.029756559
2505185.00248939,-731046.371380005
2505199.3530367,-731046.663734396
2507541.28303143,-732086.848288011
2507525.44399541,-732099.279267581
2507581.96991634,-732063.976919419
2507666.54083216,-732032.088916525
2507709.16110196,-732027.524658645
2507773.07653587,-732034.983398751
2507770.72362559,-732040.112684562
2505284.32220757,-730123.935537711
2507811.20453965,-732075.04283194
2506816.86042144,-731201.275056147
2514131.88470388,-729750.765075299
2511524.17640595,-729847.258561385
2506867.32727529,-740937.009461371
2506860.31495676,-740921.843976395
2506675.87368584,-740928.905017284
2506345.09247666,-740849.468764443
2506177.59068281,-740918.850623347
2506015.68210704,-741075.388269744
2506472.84215904,-740863.927431621
2510333.42014625,-729198.611993762
2507370.79745264,-731650.950627942
2507739.13474205,-732013.09341935
2507567.41496618,-731918.311525269
2507585.28350798,-731950.407079641
2507696.18748645,-732022.07768711
2507691.02304383,-732051.160450517
2507257.77528557,-731646.45036076
2507435.6672952,-731727.269481853
2508913.39571805,-732115.223919278
2508867.76184645,-732060.246947102
2507755.82477591,-732346.780948959
2506847.90772433,-731252.534341377
2507416.59874321,-731731.832956581
2507822.51805359,-732154.412820169
2506950.91120987,-731428.245050445
2507989.85381309,-731482.795191083
2508037.66110479,-731563.987712436
2506328.06377895,-730583.699097602
2513029.97405216,-743116.187758089
2507452.24364239,-732086.648095775
2512990.47415408,-743213.224530534
2507602.35427908,-731805.785425132
2512877.60685065,-743198.645352663
2513467.35019811,-730702.412981401
2507934.42792905,-732323.341601819
2507664.07826571,-732026.605555134
2507809.77276182,-732095.145639372
2507806.58656857,-732084.5568269
2513834.74157334,-729704.531928209
2505245.98510987,-730790.767772745
2513779.86487012,-729348.421429002
2513789.83100315,-729359.02292652
2514002.40507425,-729943.611162556
2511649.4669191,-729699.373104124
2513054.15916053,-729666.551634882
2513224.42674177,-741695.053693348
2513555.93017837,-729092.197941592
2513766.73396118,-729158.363313441
2513675.4467962,-729275.297530209
2513887.50071004,-729260.558280614
2513331.30417485,-730331.026356594
2513577.24953005,-729885.961705082
2507321.24260582,-730501.87225827
2507513.67189919,-731012.482341109
2507235.33867785,-730651.151393526
2507967.27660441,-732354.369123702
2508624.25045318,-732306.040668324
2507850.14852634,-732239.848443795
2513006.82910417,-743178.995627693
2513054.99242135,-731020.89058484
2506871.31380758,-741092.049108072
2506619.94006817,-740740.701437661
2506253.47899054,-740915.793159356
2506841.13298537,-741074.556509553
2506365.85108763,-740909.441955596
2512333.63631789,-727607.576067369
2513874.27581165,-727318.531149314
2513904.13580197,-727477.198471408
2512633.38690413,-727465.48064067
2514136.48862464,-728440.297493869
2513954.84171433,-727439.505540535
2512030.70949824,-728763.114423728
2511467.9554156,-728683.872373567
2513611.89982269,-728752.082825165
2511460.51128791,-728670.813555707
2512017.49733653,-728442.111764473
2513924.02930626,-727691.043116833
