2096995.93525525,-1296373.16928669,2514098.99727232,-743216.392650135
2505035.5153608,-743213.224530534,2514131.88470388,-729051.660526466
2508982.58244401,-729044.203681041,2514174.12583115,-727278.134983715
2508292.91470452,-727266.376454039,2514153.95003618,-725999.968467213
2507880.39948932,-725988.477436004,2513707.94101099,-724431.127134849
2505261.33482027,-724428.207535564,2513809.43019324,-723080.538868675
2504523.46736338,-723078.204286722,2514152.87218117,-720583.203853917
2498935.57890214,-720556.703467037,2514099.42386433,-706595.684252521
2514291.36480486,-871391.201442685,2524332.01612597,-736180.920692577
2514178.85259807,-736177.486144091,2524774.19806676,-726330.51905299
2514882.7138626,-726297.698398438,2523699.5500062,-725089.408381762
2514929.45465912,-725088.670114325,2522575.67294637,-724508.165073303
2515197.51801248,-724495.121524908,2524594.65826149,-722971.943399564
2514179.30598869,-722959.14771179,2524863.01446198,-720974.294292744
2515610.9357099,-720968.806728475,2524589.15124344,-718734.643532805
2514367.72583856,-718728.083596703,2524855.01066203,-702605.299099189
2664014.95667933,-2455151.57497392,3076011.01113316,-2164779.3241118
2550868.67644064,-2164748.90778234,3081353.09607223,-1944810.13218937
2719742.24530896,-1940079.22996508,3060904.92220624,-1893036.22552678
2661341.72217045,-1893029.05673149,3047361.91631888,-1810704.76498188
2536952.1117117,-1808640.80173556,3028027.27357964,-805909.483203858
2525001.26385672,-805732.804264464,2622292.17736865,-742575.831832892
2524928.91482131,-742435.476516867,2550448.97360349,-725488.308219772
2524892.79268379,-724858.286609839,3004005.14808997,-89899.4000381671
3086080.3642616,-2422549.20680231,3377470.76767613,-2142529.29676583
3085936.67045648,-2142372.60877255,3379677.75198256,-1744746.33885362
3084603.71465583,-1744222.27154869,3379929.15673293,-255559.194868559
3234688.37141182,-254709.891669013,3379261.36706652,-66146.1749140766
3354960.29837021,-66133.3144498707,3371800.95682644,-64220.3595911806
3355739.88815694,-64216.2854810462,3369626.28775677,-62774.0469985288
3360491.94896739,-62773.2588839596,3368990.39014933,-61225.042003607
3100051.74404391,-61213.5757838918,3369026.94988849,152254.991360991
3380116.79989718,-2260619.62643181,3452560.70646973,-628892.377538584
3430616.93128952,-628745.123348226,3449437.06807786,-622999.884044345
3430838.20428549,-622983.728566949,3446193.14506999,-621451.544908702
3428357.62242594,-621445.366732307,3441156.70306255,-618734.143678277
3424044.17885385,-618725.491232663,3435562.22878329,-615708.805803261
3380925.92057556,-615701.020171706,3459165.37791716,46761.3328772101
3440927.76495771,48453.5498953274,3464550.57025628,65199.2916125041
3397632.46671995,65242.7895840617,3465019.01883368,120580.013646398
3469576.54383172,-2848361.01166451,3738411.48760273,-916289.840711133
3466013.48665753,-916242.471759348,3743982.77264003,-476909.350119513
3585714.92544959,-476906.300269939,3636542.80498004,-461621.519883364
3533883.20163555,-461540.35059626,3665952.764954,-181524.240598905
3468933.08990845,-181481.65484767,3609676.50892355,-14244.3662753335
3474940.65654415,-11500.5756525539,3561072.60598785,31023.7196035444
3465047.13533912,33884.1817467753,3493186.90069549,70141.2769214272
3465031.082223,70308.6095664257,3509849.97634748,91689.8174052574
3765279.56673541,-3958981.43683624,4471377.944986,-1624773.23208241
3744376.55513455,-1624418.47853623,4473433.75756779,-337873.70414504
4439209.18928566,-337838.846479145,4474480.67048427,-326357.148137733
4449388.71652813,-326344.157984904,4473763.20316956,-322366.087307562
4456773.54033805,-322354.151647436,4474084.14049958,-317178.964986468
4453518.42765189,-317176.268279359,4473480.84414812,-307025.050817943
3828003.65736846,-305969.614641182,4459625.43454757,-56796.5163327943
4006404.5181415,-55637.9225268447,4452191.75502842,243313.603722197
4722342.13529662,-4182718.77580731,5932739.35647808,-2581072.99972905
4474719.79907196,-2581057.69213438,6109024.8892256,-331123.197139769
4474489.57477737,-331112.793127489,4655114.52851808,-327134.596989421
4474544.15085948,-327129.933611888,4492822.63546404,-311816.840841979
4475634.02635974,-311195.758994422,5536249.34415265,274734.962359291
4625340.13448463,274805.91618282,5082624.81994607,440163.987826027
4848201.01079407,440224.884922834,5588813.90167395,608438.921000744
5116397.25086132,608452.514691513,5577719.91484707,1170515.4902663
